data_pedido,modo_envio,nome_cliente,segmento_cliente,cidade,estado,regiao,departamento,tipo_produto,vendas,quantidade,lucro
2019-09-29,Entrega padrão,Ana Sophia Caldeira,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,9.03,1,-6.32
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,3033.99,5,910.2
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,encanamentos,1046.06,2,98.45
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,2477.99,9,99.12
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,140.62,5,47.46
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,pneus,146.8,3,51.38
2017-08-29,Entrega padrão,Renan Souza,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,14.14,2,5.94
2017-09-21,Entrega padrão,Maria Luiza Almeida,B2B,Natal,Rio Grande do Norte,Nordeste,Jardinagem e paisagismo,pesticidas,208.76,5,98.12
2017-09-21,Entrega padrão,Maria Luiza Almeida,B2B,Natal,Rio Grande do Norte,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,83.12,2,30.13
2018-11-08,Envio rápido,Brenda da Cruz,B2C,São José dos Campos,São Paulo,Sudeste,Automotivo,pneus,897.46,4,242.32
2018-11-08,Envio rápido,Brenda da Cruz,B2C,São José dos Campos,São Paulo,Sudeste,Automotivo,pneus,1223.9,3,342.69
2018-11-08,Envio rápido,Brenda da Cruz,B2C,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2018-11-08,Envio rápido,Brenda da Cruz,B2C,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,397.19,3,19.86
2018-11-08,Envio rápido,Brenda da Cruz,B2C,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,941.07,2,305.85
2017-10-21,Entrega padrão,Ian da Mata,B2B,Salvador,Bahia,Nordeste,Automotivo,ferramentas automotivas,815.9,3,293.72
2017-10-21,Entrega padrão,Ian da Mata,B2B,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,54.47,6,20.7
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,1545.5,5,-367.06
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,480.83,5,-637.1
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,1056.53,4,-90.56
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,43.3,4,7.58
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,22.0,5,-33.0
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,46.74,14,-77.13
2019-01-02,Entrega padrão,Maria Vitória Silveira,B2C,Niterói,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,51.76,2,-131.99
2018-11-23,Entrega padrão,Augusto Gomes,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,456.52,8,159.78
2017-10-27,Entrega padrão,Raquel Farias,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,sementes,498.25,6,161.93
2017-10-27,Entrega padrão,Raquel Farias,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,pesticidas,448.47,3,162.57
2017-10-27,Entrega padrão,Raquel Farias,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,mobiliário de exterior,693.19,5,69.32
2017-10-27,Entrega padrão,Raquel Farias,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,48.62,7,-35.66
2017-10-27,Entrega padrão,Raquel Farias,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,vasos,2443.38,10,-549.76
2018-10-21,Entrega padrão,Luigi Carvalho,B2B,Teresina,Piauí,Nordeste,Materiais de construção,iluminação,207.74,5,62.32
2019-04-29,Entrega padrão,Kamilly Almeida,B2C,Macapá,Amapá,Norte,Jardinagem e paisagismo,mobiliário de exterior,95.47,3,17.9
2017-07-11,Entrega padrão,Lucca Fernandes,B2C,São Caetano do Sul,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,135.73,2,44.11
2017-08-08,Envio rápido,Ian da Mata,B2B,Feira de Santana,Bahia,Nordeste,Jardinagem e paisagismo,mobiliário de exterior,263.77,9,68.58
2016-12-08,Entrega padrão,Maria Cecília Martins,B2B,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,vasos,915.82,7,238.11
2017-12-11,Entrega padrão,Kaique Azevedo,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,sementes,19.58,2,9.6
2019-11-09,Econômica,Thomas Rezende,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,373.66,5,112.1
2019-07-28,Econômica,Bernardo Fernandes,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,iluminação,81.19,3,35.72
2019-07-28,Econômica,Bernardo Fernandes,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,89.08,4,40.98
2019-07-28,Econômica,Bernardo Fernandes,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2019-07-28,Econômica,Bernardo Fernandes,B2C,Fortaleza,Ceará,Nordeste,Automotivo,ferramentas automotivas,798.83,5,111.84
2018-03-11,Envio rápido,Gabriel Rocha,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,91.29,3,17.35
2018-03-11,Envio rápido,Gabriel Rocha,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,equipamentos de limpeza,11415.84,3,1284.28
2017-05-23,Entrega padrão,Emanuelly da Luz,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,sementes,28.08,2,12.92
2017-05-23,Entrega padrão,Emanuelly da Luz,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,equipamentos de limpeza,10109.29,7,1137.29
2017-05-23,Entrega padrão,Emanuelly da Luz,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,356.29,7,99.76
2017-05-23,Entrega padrão,Emanuelly da Luz,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,pneus,2637.48,6,197.81
2019-02-18,Envio rápido,Maria Farias,B2B,Belo Horizonte,Minas Gerais,Sudeste,Materiais de construção,encanamentos,302.83,1,-57.89
2019-02-18,Envio rápido,Maria Farias,B2B,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,596.5,6,178.95
2019-02-18,Envio rápido,Maria Farias,B2B,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,pneus,1490.34,4,-298.07
2019-12-09,Entrega padrão,Raul Sales,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,ferramentas,732.85,4,-198.92
2019-11-19,Entrega padrão,Lorena Ramos,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,fertilizantes,188.99,6,70.87
2019-11-19,Entrega padrão,Lorena Ramos,B2C,Manaus,Amazonas,Norte,Materiais de construção,ferramentas,433.11,2,-86.62
2019-10-04,Econômica,Heitor Duarte,B2B,Joinville,Santa Catarina,Sul,Jardinagem e paisagismo,decoração de jardim,70.18,5,7.89
2019-08-30,Entrega padrão,Bárbara Araújo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,503.27,3,140.92
2019-07-01,Entrega padrão,Leonardo Ferreira,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,696.83,5,341.45
2019-07-23,Entrega padrão,Bianca Lima,B2C,Manaus,Amazonas,Norte,Materiais de construção,ferramentas,1789.57,4,-255.65
2018-11-12,Entrega padrão,Anthony Lopes,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,142.66,2,37.09
2018-11-12,Entrega padrão,Anthony Lopes,B2C,Salvador,Bahia,Nordeste,Materiais de construção,ferramentas,1533.92,3,0.0
2018-11-12,Entrega padrão,Anthony Lopes,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,107.11,11,37.49
2016-12-10,Entrega padrão,Daniel da Cunha,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,fertilizantes,104.28,3,32.59
2016-12-10,Entrega padrão,Daniel da Cunha,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,peças de reposição,3671.92,4,428.39
2017-02-07,Entrega padrão,Nina Aragão,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,9.98,3,-16.96
2017-02-07,Entrega padrão,Nina Aragão,B2C,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,ferramentas automotivas,63.0,2,14.96
2017-02-07,Entrega padrão,Nina Aragão,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,vasos,2280.56,3,-427.6
2019-08-27,Entrega padrão,Ana Júlia Monteiro,B2C,Manaus,Amazonas,Norte,Materiais de construção,iluminação,220.86,5,-149.08
2016-07-21,Envio rápido,Breno Farias,B2B,Cotia,São Paulo,Sudeste,Automotivo,ferramentas automotivas,142.6,2,51.33
2016-07-21,Envio rápido,Breno Farias,B2B,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,40.66,2,19.93
2016-07-21,Envio rápido,Breno Farias,B2B,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,44.61,4,12.94
2016-07-21,Envio rápido,Breno Farias,B2B,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1820.39,3,546.12
2017-10-09,Entrega padrão,Maria Alice Caldeira,B2B,Belém,Pará,Norte,Materiais de construção,iluminação,247.45,3,-241.27
2017-02-17,Entrega padrão,Nicolas Gomes,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,125.26,3,58.87
2017-02-17,Entrega padrão,Nicolas Gomes,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,sementes,298.21,7,140.16
2016-11-10,Entrega padrão,Isabella Viana,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,192.17,9,73.02
2018-07-19,Entrega padrão,Daniel Martins,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,decoração de jardim,38.3,8,4.31
2018-07-19,Entrega padrão,Daniel Martins,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,vasos,965.87,10,84.51
2018-07-19,Entrega padrão,Daniel Martins,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,62.89,4,22.8
2018-02-06,Entrega padrão,Luiz Otávio Souza,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,sementes,50.08,3,24.54
2018-02-06,Entrega padrão,Luiz Otávio Souza,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,vasos,634.24,3,171.24
2018-02-06,Entrega padrão,Luiz Otávio Souza,B2C,Recife,Pernambuco,Nordeste,Materiais de construção,materiais de revestimento,1896.28,4,23.7
2018-02-06,Entrega padrão,Luiz Otávio Souza,B2C,Recife,Pernambuco,Nordeste,Automotivo,pneus,543.89,4,-108.78
2019-06-10,Entrega padrão,Henrique das Neves,B2C,Juiz de Fora,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,167.01,4,78.49
2018-12-28,Entrega padrão,Lorenzo Costa,B2B,Colombo,Paraná,Sul,Jardinagem e paisagismo,sementes,68.54,7,33.59
2019-03-24,Envio rápido,Ana Julia Pinto,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,vasos,110.43,2,16.56
2019-03-24,Envio rápido,Ana Julia Pinto,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,68.14,3,32.71
2019-03-24,Envio rápido,Ana Julia Pinto,B2C,Fortaleza,Ceará,Nordeste,Automotivo,peças de reposição,47599.86,4,22847.93
2019-03-21,Entrega padrão,Daniela da Mota,B2C,Caxias,Maranhão,Nordeste,Automotivo,ferramentas automotivas,809.2,2,129.47
2019-03-21,Entrega padrão,Daniela da Mota,B2C,Caxias,Maranhão,Nordeste,Jardinagem e paisagismo,pesticidas,210.66,2,94.8
2018-10-05,Entrega padrão,Lorena Novaes,B2C,Feira de Santana,Bahia,Nordeste,Materiais de construção,materiais de revestimento,813.86,2,-81.39
2018-11-19,Entrega padrão,Benício Gonçalves,B2C,Recife,Pernambuco,Nordeste,Automotivo,ferramentas automotivas,2023.0,5,323.68
2018-03-10,Entrega padrão,Alícia da Mota,B2B,Várzea Paulista,São Paulo,Sudeste,Automotivo,ferramentas automotivas,679.15,5,298.83
2018-02-17,Entrega padrão,Matheus Oliveira,B2C,São José de Ribamar,Maranhão,Nordeste,Materiais de construção,ferramentas,775.06,2,124.01
2017-09-29,Econômica,Alice Vieira,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,997.97,6,259.47
2017-09-29,Econômica,Alice Vieira,B2C,São Paulo,São Paulo,Sudeste,Automotivo,pneus,1047.13,2,303.67
2017-11-03,Entrega padrão,Nina Santos,B2C,Recife,Pernambuco,Nordeste,Materiais de construção,iluminação,329.66,6,115.38
2017-11-03,Entrega padrão,Nina Santos,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,399.46,7,139.81
2017-11-03,Entrega padrão,Nina Santos,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,40.64,3,14.22
2017-11-03,Entrega padrão,Nina Santos,B2C,Recife,Pernambuco,Nordeste,Materiais de construção,encanamentos,1742.5,3,-102.5
2018-08-01,Entrega padrão,Kamilly Viana,B2B,Salvador,Bahia,Nordeste,Materiais de construção,materiais de revestimento,2934.64,7,-110.05
2019-11-07,Entrega padrão,Lavínia Azevedo,B2B,Fortaleza,Ceará,Nordeste,Materiais de construção,materiais de revestimento,6925.32,7,1246.56
2019-11-07,Entrega padrão,Lavínia Azevedo,B2B,Fortaleza,Ceará,Nordeste,Materiais de construção,ferramentas,1528.53,2,-248.39
2019-11-07,Entrega padrão,Lavínia Azevedo,B2B,Fortaleza,Ceará,Nordeste,Automotivo,ferramentas automotivas,370.46,3,111.14
2018-02-15,Entrega padrão,Cecília Duarte,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,898.21,7,233.54
2016-07-10,Entrega padrão,Vitor Gabriel Vieira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,sementes,9.79,1,4.8
2016-07-10,Entrega padrão,Vitor Gabriel Vieira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,142.47,6,48.08
2016-07-10,Entrega padrão,Vitor Gabriel Vieira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,81.33,4,13.83
2018-01-31,Entrega padrão,Yuri Viana,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,pesticidas,532.14,4,179.6
2018-09-23,Envio rápido,Thales Pires,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,436.36,6,126.54
2019-12-23,Envio rápido,Diogo Teixeira,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,1614.83,5,484.45
2018-09-03,Entrega padrão,Maria Cecília Peixoto,B2C,Taubaté,São Paulo,Sudeste,Automotivo,peças de reposição,3399.93,2,1529.97
2017-08-03,Entrega padrão,Alícia Peixoto,B2C,Goiânia,Goiás,Centro-Oeste,Materiais de construção,materiais de revestimento,943.5,4,-641.58
2017-11-22,Entrega padrão,Letícia Sales,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,materiais de revestimento,4259.19,8,-1632.69
2017-11-22,Entrega padrão,Letícia Sales,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,377.3,5,-81.75
2019-05-19,Entrega padrão,Kamilly Araújo,B2B,Manaus,Amazonas,Norte,Materiais de construção,iluminação,76.87,3,-34.59
2019-05-19,Entrega padrão,Kamilly Araújo,B2B,Manaus,Amazonas,Norte,Materiais de construção,iluminação,6.43,1,-3.38
2019-07-24,Entrega padrão,Milena Oliveira,B2B,Manaus,Amazonas,Norte,Jardinagem e paisagismo,pesticidas,215.26,3,69.96
2017-09-14,Econômica,Leandro Fogaça,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,fertilizantes,26.6,1,9.98
2017-09-14,Econômica,Leandro Fogaça,B2C,Manaus,Amazonas,Norte,Materiais de construção,ferramentas,578.24,4,-41.3
2018-12-11,Entrega padrão,Esther Pinto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,213.59,9,100.39
2019-11-18,Entrega padrão,Alexia Ribeiro,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,132.19,6,63.45
2019-11-18,Entrega padrão,Alexia Ribeiro,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,638.38,4,261.74
2017-12-01,Envio rápido,Gustavo Santos,B2C,Timon,Maranhão,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,20.56,7,-14.39
2017-12-01,Envio rápido,Gustavo Santos,B2C,Timon,Maranhão,Nordeste,Jardinagem e paisagismo,mobiliário de exterior,334.4,3,33.44
2017-12-01,Envio rápido,Gustavo Santos,B2C,Timon,Maranhão,Nordeste,Materiais de construção,iluminação,1141.53,2,85.61
2017-12-07,Econômica,Lorena Correia,B2B,Lages,Santa Catarina,Sul,Jardinagem e paisagismo,pesticidas,30.46,2,14.93
2019-09-06,Entrega padrão,Vicente Costela,B2C,Cariacica,Espírito Santo,Sudeste,Automotivo,ferramentas automotivas,304.53,4,-3.81
2019-09-06,Entrega padrão,Vicente Costela,B2C,Cariacica,Espírito Santo,Sudeste,Jardinagem e paisagismo,decoração de jardim,244.66,5,24.47
2019-09-06,Entrega padrão,Vicente Costela,B2C,Cariacica,Espírito Santo,Sudeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2019-04-25,Entrega padrão,Pietro Pereira,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,35.46,5,-62.06
2019-04-25,Entrega padrão,Pietro Pereira,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,vasos,247.47,1,-61.87
2017-11-09,24 horas,Calebe Dias,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,228.31,5,57.08
2017-11-09,24 horas,Calebe Dias,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,1869.93,2,486.18
2017-11-09,24 horas,Calebe Dias,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,40.19,3,16.08
2017-11-09,24 horas,Calebe Dias,B2B,São Paulo,São Paulo,Sudeste,Automotivo,equipamentos de limpeza,15788.92,4,7578.68
2017-11-09,24 horas,Calebe Dias,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,1964.4,2,392.88
2017-09-21,Entrega padrão,Isabel Carvalho,B2C,Betim,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,4657.2,6,-3104.8
2017-09-21,Entrega padrão,Isabel Carvalho,B2C,Betim,Minas Gerais,Sudeste,Jardinagem e paisagismo,vasos,1000.85,4,-200.17
2019-09-08,Entrega padrão,Alexandre Farias,B2B,Betim,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,277.33,2,24.27
2018-11-08,Entrega padrão,Francisco Mendes,B2C,Belém,Pará,Norte,Materiais de construção,iluminação,151.16,5,-60.47
2018-11-08,Entrega padrão,Francisco Mendes,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,vasos,1067.9,3,66.74
2017-09-26,Entrega padrão,Daniel Silveira,B2B,Águas Lindas de Goiás,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,21.54,4,-15.8
2017-09-26,Entrega padrão,Daniel Silveira,B2B,Águas Lindas de Goiás,Goiás,Centro-Oeste,Jardinagem e paisagismo,pesticidas,35.63,1,12.92
2017-09-26,Entrega padrão,Daniel Silveira,B2B,Águas Lindas de Goiás,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,8.39,1,-6.16
2017-09-26,Entrega padrão,Daniel Silveira,B2B,Águas Lindas de Goiás,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,11.1,2,-7.77
2016-10-04,Entrega padrão,Lorena Ramos,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,mudas,14.77,3,2.95
2016-10-04,Entrega padrão,Lorena Ramos,B2C,Belém,Pará,Norte,Materiais de construção,iluminação,108.04,3,-64.82
2016-10-04,Entrega padrão,Lorena Ramos,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,sementes,16.76,2,5.86
2016-10-04,Entrega padrão,Lorena Ramos,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,6.08,3,-10.33
2016-10-04,Entrega padrão,Lorena Ramos,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,mudas,51.24,4,-12.81
2016-02-19,Entrega padrão,Otávio Ferreira,B2C,Teresina,Piauí,Nordeste,Jardinagem e paisagismo,vasos,42.92,2,-8.58
2018-06-13,Entrega padrão,Mariane da Conceição,B2B,Joinville,Santa Catarina,Sul,Jardinagem e paisagismo,pesticidas,631.99,6,284.4
2018-06-13,Entrega padrão,Mariane da Conceição,B2B,Joinville,Santa Catarina,Sul,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2019-11-02,Econômica,Bianca Campos,B2C,Franca,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,644.98,10,309.59
2019-11-02,Econômica,Bianca Campos,B2C,Franca,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,139.37,1,68.29
2018-04-05,Econômica,Nicole Araújo,B2B,Maringá,Paraná,Sul,Materiais de construção,iluminação,280.98,2,25.29
2018-04-05,Econômica,Nicole Araújo,B2B,Maringá,Paraná,Sul,Jardinagem e paisagismo,vasos,105.47,2,27.42
2018-04-05,Econômica,Nicole Araújo,B2B,Maringá,Paraná,Sul,Automotivo,ferramentas automotivas,305.9,3,128.48
2018-07-01,Econômica,Maria Julia Nogueira,B2C,Rio Verde,Goiás,Centro-Oeste,Jardinagem e paisagismo,decoração de jardim,122.3,3,33.02
2018-07-01,Econômica,Maria Julia Nogueira,B2C,Rio Verde,Goiás,Centro-Oeste,Materiais de construção,encanamentos,4307.32,7,990.68
2016-09-23,Entrega padrão,Calebe Ribeiro,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,vasos,576.13,5,144.03
2016-09-23,Entrega padrão,Calebe Ribeiro,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,vasos,138.31,2,1.38
2016-09-02,Entrega padrão,Alexandre Vieira,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,80.73,2,28.26
2016-09-02,Entrega padrão,Alexandre Vieira,B2C,São Paulo,São Paulo,Sudeste,Automotivo,ferramentas automotivas,1213.8,3,194.21
2016-08-13,Entrega padrão,Larissa Nogueira,B2C,Salvador,Bahia,Nordeste,Automotivo,pneus,2741.54,8,171.35
2016-08-13,Entrega padrão,Larissa Nogueira,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,290.5,3,107.48
2016-08-20,Entrega padrão,Enzo da Mata,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,vasos,1172.69,3,35.18
2017-05-11,24 horas,Alexia Fogaça,B2B,Duque de Caxias,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,241.3,5,-651.5
2017-05-11,24 horas,Alexia Fogaça,B2B,Duque de Caxias,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,125.07,2,12.51
2018-05-11,Econômica,Ana Beatriz Barros,B2B,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,2529.56,2,-421.59
2017-03-06,Econômica,Alice Rezende,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,38.12,2,-57.18
2017-03-06,Econômica,Alice Rezende,B2C,Manaus,Amazonas,Norte,Materiais de construção,iluminação,16.02,2,-6.41
2017-03-06,Econômica,Alice Rezende,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,mobiliário de exterior,615.33,5,-1599.86
2017-03-06,Econômica,Alice Rezende,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,vasos,205.41,2,20.54
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Automotivo,peças de reposição,1019.97,1,305.99
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,653.34,4,313.61
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Automotivo,pneus,824.92,8,92.8
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,vasos,158.92,3,39.73
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Automotivo,ferramentas automotivas,594.83,5,41.64
2019-08-13,Entrega padrão,Júlia Martins,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,342.39,6,128.4
2018-06-27,24 horas,Sofia Moura,B2B,Piracicaba,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,1254.29,9,614.6
2018-06-27,24 horas,Sofia Moura,B2B,Piracicaba,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,27.27,1,12.82
2018-06-27,24 horas,Sofia Moura,B2B,Piracicaba,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,581.54,4,151.2
2018-12-16,Entrega padrão,Otávio da Costa,B2B,Londrina,Paraná,Sul,Jardinagem e paisagismo,pesticidas,66.1,3,31.73
2016-12-31,Entrega padrão,Natália Duarte,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,418.0,3,104.5
2016-12-31,Entrega padrão,Natália Duarte,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,120.52,7,43.69
2016-04-30,Entrega padrão,Agatha da Mata,B2C,São José dos Pinhais,Paraná,Sul,Automotivo,pneus,67.93,2,17.66
